Technology,SiteCode,BSC_OR_RNCName,SiteName,Vendor,CityName,OMC,SiteType,Priority,Type,Region,OSV,ProposedRegion,Zone,MBU,Latitude,Longitude,_2G_OR_3G,Prime_OR_NotPrime,PMCLSiteIndoor_OR_Outdoor,GensetStatus,OMOColocation,CollocatedStatus,SitePowerProfileType,VLAN,Fixed/Non Fixed,Switch/Non Switch,P2P Links,PMP Links,MF Links,Total Links
4G,DRK4982,,LTE_DRK4982__S_JoyaIceFactory,ZTE,DARYA KHAN,ZTE,Platinum,Platinum,Macro,Central B,Mobiserve,R2,26.0,C6-BKR-05,31.7816,71.1045,2G/LTE,Standby,Indoor,Genset Installed,Jazz Host/TELENOR Guest,,,277,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DRK8353,,DRK8353__S_FectoMills,ZTE,DARYA KHAN,ZTE,Bronze,Bronze,Macro,Central B,Mobiserve,R2,20.0,C6-BKR-05,31.7838,71.1107,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2437,Fixed Site,Switch,4,-   ,-   ,4
4G,DRK7269,,DRK7269__P_BaitulMukaram,ZTE,DARYA KHAN,ZTE,Diamond,Diamond,Macro,Central B,Mobiserve,R2,26.0,C6-BKR-05,31.7905,71.1028,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,277,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DRK8487,,LTE_DRK8487__S_MainBazarDaryaKhan,ZTE,DARYA KHAN,ZTE,Diamond,Diamond,Macro,Central B,Mobiserve,R2,26.0,C6-BKR-05,31.7958,71.1026,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,277,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0234,,LRUR0234__S_Punj Gharian,ZTE,DARYA KHAN,ZTE,Bronze,Bronze,Macro,Central B,Mobiserve,R2,22.0,C6-BKR-05,31.9213,71.1517,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,277,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY1458,,LTE_HWY1458__S_Angra Dagar,ZTE,DARYA KHAN,ZTE,Gold,Gold,Macro,Central B,Mobiserve,R2,20.0,C6-BKR-05,31.8347,71.1094,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,277,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DRK7816,,DRK7816__S_Near_Habib_Bank_Kaloor_Kot_Road Warid_BK1956,ZTE,DARYA KHAN,ZTE,Hub,Hub,Macro,Central B,Mobiserve,R2,22.0,C6-BKR-05,31.7909,71.1083,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,2437,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY2854,,LHWY2854__S_HASSANSHAH_VILLAGE Warid_195222,ZTE,DARYA KHAN,ZTE,Gold,Gold,Macro,Central B,Mobiserve,R2,22.0,C6-BKR-05,31.8614,71.1233,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,277,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DRK2984,,LTE_DRK2984__S_Near Ijaz Shaheed Town,ZTE,DARYA KHAN,ZTE,Diamond,Diamond,Macro,Central B,Mobiserve,R2,20.0,C6-BKR-05,31.7917,71.11854,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,277,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DMR8967,,DMR8967__H_MoazaRanwan,ZTE,DERA GHAZI KHAN,ZTE,Gold,Gold,Macro,Central B,HNL,R2,26.0,C7-DGK-05,30.1533,70.7372,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,542,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DDO0508,,DDO0508__S_Moro to Sanghar Road 5 warid_MR986462,ZTE,NAWABSHAH,ZTE,Bronze,Bronze,Macro,South,MES,R2,33.0,S2-NSH-05,26.245,68.2677,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,1530,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DDO0988,,LTE_DDO0988__P_GoathQubi,ZTE,NAWABSHAH,ZTE,Platinum,Platinum,Macro,South,MES,R2,33.0,S2-NSH-05,26.2475,68.2972,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1530,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DDO1347,,DDO1347__S_Village Punhal Khan Chnadio Benaizrabad,ZTE,NAWABSHAH,ZTE,Gold,Gold,Macro,South,MES,R2,33.0,S2-NSH-05,26.20412,68.24624,2G/LTE,DC Shared,Outdoor,Genset Installed,E.Co,,,632,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DDO3843,,DDO3843__S_Near Chanesar Zardari_Enfra,ZTE,SAKRAND,ZTE,Gold,Gold,Macro,South,MES,R2,33.0,S2-NSH-05,26.245325,68.220848,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,632,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DZK1630,,LTE_DZK1630__S_Delazak,Huawei,SHABQADAR,Huawei,Elite,Elite,Macro,North,HNL,R1,18.0,N2-NWS-04,34.1838,71.5502,2G/LTE,T-Prime,Outdoor,Genset Installed,JAZZ,,,2611,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DZK2027,,LTE_DZK2027__S_PirKalaChowk,Huawei,SHABQADAR,Huawei,Elite,Elite,Macro,North,HNL,R1,18.0,N2-NWS-04,34.2003,71.5284,2G/LTE,T-Prime,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2611,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DZK1631,,LTE_DZK1631__H_Hajizai,Huawei,CHARSADA,Huawei,Elite,Elite,Macro,North,HNL,R1,18.0,N2-NWS-04,34.1695,71.5986,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,154,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DZK3968,,LTE_DZK3968_Kangra,Huawei,SHABQADAR,Huawei,Gold,Gold,Macro,North,HNL,R1,17.0,N2-NWS-04,34.1984,71.6024,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,2661,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DJL0243,,DJL0243__S_Noshehra Gharbi Warid_XY6739,ZTE,RAJANPUR,ZTE,Bronze,Bronze,Macro,Central B,HNL,R2,26.0,C7-DGK-05,29.533,70.3349,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE+CM-PAK Guest,,,551,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DJL8699,,LTE_DJL8699__S_Basti Chanar Warid_XY6723,ZTE,RAJANPUR,ZTE,Platinum,Platinum,Macro,Central B,HNL,R2,26.0,C7-DGK-05,29.4717,70.3958,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,4040,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DJL4511,,DJL4511__S_JMPDajal,ZTE,RAJANPUR,ZTE,Gold,Gold,Macro,Central B,HNL,R2,26.0,C7-DGK-05,29.5605,70.3738,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE+CM-PAK Guest,,,551,Fixed Site,Non Switch,1,-   ,-   ,1
4G,DWL4078,,DWL4078__P_Dahrawala,ZTE,CHISHTIAN,ZTE,Elite,Elite,Macro,Central A,HNL,R1,28.0,C3-HSP-05,29.5966,72.8492,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,3958,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DWL7296,,DWL7296__S_Chak196murad,ZTE,CHISHTIAN,ZTE,Gold,Gold,Macro,Central A,HNL,R1,25.0,C3-HSP-05,29.6029,72.8371,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,3958,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DWL8323,,DWL8323__S_Chak174DWL,ZTE,CHISHTIAN,ZTE,Bronze,Bronze,Macro,Central A,HNL,R1,25.0,C3-HSP-05,29.6025,72.8543,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,19,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DWL8643,,DWL8643__P_JamiaMosque,ZTE,CHISHTIAN,ZTE,Hub,Hub,Macro,Central A,HNL,R1,28.0,C3-HSP-05,29.5992,72.8413,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,19,Fixed Site,Switch,6,-   ,-   ,6
4G,HWY3165,,HWY3165__S_75Morr,ZTE,CHISHTIAN,ZTE,Bronze,Bronze,Macro,Central A,HNL,R1,25.0,C3-HSP-05,29.5524,72.8466,2G/LTE,DC Shared,Outdoor,Genset not Installed,Jazz Guest/TELENOR Host,,,3958,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DHW6096,,LTE_DHW6096__S_DhallewalWarid_MDSK1968,Huawei,SIALKOT,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,9.0,C4-SKT-03,32.6551,74.4875,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/UFONE Host,,,2040,Fixed Site,Non Switch,1,-   ,-   ,1
4G,DHW6980,,LTE_DHW6980__S_KotehraKotiLaharan,Huawei,SIALKOT,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,9.0,C4-SKT-03,32.6377,74.5135,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,2040,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DHW6981,,LTE_DHW6981__S_ChakralaSialkot,Huawei,SIALKOT,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,9.0,C4-SKT-03,32.6354,74.4575,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,2040,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR6098,,LTE_RUR6098__S_GondalWarid_MDSK3985,Huawei,SIALKOT,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,9.0,C4-SKT-03,32.6581,74.5354,2G/LTE,DC Shared,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,2040,Fixed Site,Non Switch,1,-   ,-   ,1
4G,HWY1688,,HWY1688__S_AddaChaquMore Warid_495358,ZTE,JARRANWALA,ZTE,Gold,Gold,Macro,Central B,Mobiserve,R2,22.0,C5-FSD-01,31.3082,73.5018,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,700,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,BGA6219,,BGA6219__S_Village_Bagga_MR2X3604,Huawei,MANDI BAHAUDDIN,Huawei,Bronze,Bronze,Macro,Central A,Huawei,R1,10.0,C4-MBD-08,32.5969,73.4069,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,1902,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,BGA6989,,BGA6989__S_Chak3MandiBaudin,Huawei,MANDI BAHAUDDIN,Huawei,Hub,Hub,Macro,Central A,Huawei,R1,10.0,C4-MBD-08,32.56,73.4227,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,1902,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR1542,,LTE_RUR1542__S_Shinkyari,Huawei,MANSEHRA,Huawei,Gold,Gold,Macro,North,HNL,R1,16.0,N3-GLT-04,34.4695,73.2684,2G/LTE,CP Prime,Outdoor,Genset not Installed,E.Co,,,2687,Fixed Site,Non Switch,1,-   ,-   ,1
4G,BFA3441,,LTE_BFA3441__S_Near_Civil_Hospital_Baffa_MDMS3373,Huawei,MANSEHRA,Huawei,Diamond,Diamond,Macro,North,HNL,R1,16.0,N3-ABT-03,34.4412,73.2174,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/CM-PAK Guest,,,2687,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY3632,,LTE_HWY3632__S_Dudhial_warid_MR735453,Huawei,MANSEHRA,Huawei,Diamond,Diamond,Macro,North,HNL,R1,16.0,N3-ABT-03,34.4296,73.2518,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2687,Fixed Site,Non Switch,2,-   ,-   ,2
4G,BDR6082,,BDR6082__H_Badrah_TXN_Rpt,ZTE,MOHENJO DARO,ZTE,Platinum,Platinum,Macro,South,HNL,R2,32.0,S3-LRK-03,27.334,68.0195,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,3458,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,BDR6871,,BDR6871__S_NoonariMohallah,ZTE,MOHENJO DARO,ZTE,Gold,Gold,Macro,South,HNL,R2,29.0,S3-LRK-03,27.3237,68.0167,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,3458,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW4913,,LTE_HGW4913_Pishin USF 2,ZTE,QILA ABDULLAH,ZTE,Bronze,Bronze,Macro,South,HNL,R2,30.0,S4-ZOB-01,30.59754,66.41168,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,582,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,BAD0116,,LTE_BAD0116__S_WARD_NO4_NEAR_ALI_MEDICAL_BADIN,Huawei,BADIN,Huawei,Hub,Hub,Macro,South,MES,R2,34.0,S2-BDN-02,24.6558,68.8359,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,,98,Fixed Site,Switch,6,-   ,-   ,6
4G,BAD0564,,LTE_BAD0564__S_Thatha_to_badin_road_warid_MR3N3774,Huawei,GOLARCHI,Huawei,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-BDN-02,24.6465,68.7954,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,98,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,BAD0597,,LTE_BAD0597__S_Badin_2_warid_MDBD2642,Huawei,BADIN,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-BDN-02,24.6496,68.8354,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,98,Fixed Site,Non Switch,-   ,2,-   ,2
4G,BAD5108,,LTE_BAD5108__S_Badin Railway station,Huawei,BADIN,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-BDN-02,24.6607,68.838,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,98,Fixed Site,Non Switch,1,-   ,-   ,1
4G,BAD6259,,LTE_BAD6259__S_S_Mohajir_Chowk_Badin,Huawei,GOLARCHI,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-BDN-02,24.6561,68.7315,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,98,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,ATK4611,,LTE_ATK4611_H_Islam Line Attock Cantt Near Railway Crossing,Huawei,ATTOCK,Huawei,Gold,Gold,Macro,North,HNL,R1,15.0,N3-HRP-06,33.77721,72.34538,2G/LTE,CP Prime,Outdoor,Genset not Installed,Enfrashare,,,1930,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,ATK5163,,ATK5163_H_Dhoke Sharfa PO Attock,Huawei,ATTOCK,Huawei,Bronze,Bronze,Macro,North,HNL,R1,15.0,N3-HRP-06,33.75024,72.38769,2G/LTE,CP Prime,Outdoor,Genset not Installed,Enfrashare,,,1930,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5206,,LTE_RUR5206_S_Utran_USF Attock,Huawei,TALAGANG,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,11.0,N1-TLG-09,33.15853,72.41866,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2676,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5244,,LTE_RUR5244_S_Mari_USF Attock,Huawei,PINDI GHEB,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,4.0,N3-TXA-07,33.31144,72.61703,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,2617,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5263,,LTE_RUR5263_S_USF Attock_UNATK32,Huawei,PINDI GHEB,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,11.0,N1-TLG-09,33.15242,71.96363,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2637,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5266,,LTE_RUR5266_S_Village Torewail,Huawei,PINDI GHEB,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,11.0,N1-TLG-09,33.28867,71.85898,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2658,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5272,,LTE_RUR5272_S_Rangabad_USF Attock,Huawei,ATTOCK,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,11.0,N3-TXA-07,33.442328,72.144099,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,2658,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5261,,LTE_RUR5261_S_Naka toot Road,Huawei,PINDI GHEB,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,11.0,N1-TLG-09,33.167,72.20602,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2078,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5283,,LTE_RUR5283_S_Sharah e Charagh,Huawei,FATEH JANG,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,4.0,N3-TXA-07,33.46277,72.63252,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,2603,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5345,,LTE_RUR5345_S_Pindi Gheb,Huawei,PINDI GHEB,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,11.0,N1-TLG-09,33.31443,72.31727,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2617,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5194,,LTE_RUR5194_S_Moza Gohi_USF Attock,Huawei,KAHUTA,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5045,73.52766,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,2697,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5207,,LTE_RUR5207_S_Perani_USF Attock,Huawei,TALAGANG,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,11.0,N1-TLG-09,33.11157,72.16258,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2078,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5209,,LTE_RUR5209_S_Dhok Aziz Tehsil Jand Dist Attock_USF Attock,Huawei,PINDI GHEB,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,11.0,N1-TLG-09,33.21358,71.95144,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2637,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0590,,LTE_RUR0590__S_Chak6EB,Huawei,PAKPATTAN,Huawei,Diamond,Diamond,Macro,Central A,HNL,R1,1.0,C3-SWL-01,30.4081,73.2018,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2609,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0592,,LTE_RUR0592__S_Chak-139EB,ZTE,ARIFWALA,ZTE,Diamond,Diamond,Macro,Central A,HNL,R1,25.0,C3-SWL-01,30.3484,73.0816,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,3694,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0594,,LTE_RUR0594__S_Chak20EB,Huawei,PAKPATTAN,Huawei,Diamond,Diamond,Macro,Central A,HNL,R1,1.0,C3-SWL-01,30.3862,73.1071,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2609,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0596,,LRUR0596__S_Chak56EB,ZTE,ARIFWALA,ZTE,Gold,Gold,Macro,Central A,HNL,R1,25.0,C3-SWL-01,30.4127,72.9602,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,404,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0599,,LTE_RUR0599__S_Chak#60SP,Huawei,PAKPATTAN,Huawei,Diamond,Diamond,Macro,Central A,HNL,R1,1.0,C3-PKT-02,30.4421,73.2274,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2651,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0637,,LTE_RUR0637__ChakKumhariWala,Huawei,PAKPATTAN,Huawei,Diamond,Diamond,Macro,Central A,HNL,R1,1.0,C3-PKT-02,30.3756,73.4948,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/CM-PAK Guest,,,2681,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0690,,RUR0690__H_Chak 37EB,ZTE,ARIFWALA,ZTE,Gold,Gold,Macro,Central A,HNL,R1,25.0,C3-PKT-02,30.2347,73.0981,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,578,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5301,,LTE_RUR5301_H_USF_USFJH12_Dara Pur Jhelum,Huawei,MANDI BAHAUDDIN,Huawei,Bronze,Bronze,Macro,Central A,Huawei,R1,12.0,C4-MBD-08,32.683562,73.486658,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,111,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,JVR4315,,LTE_JVR4315__S_Jhawarian,ZTE,SARGODHA,ZTE,Elite,Elite,Macro,Central B,Mobiserve,R2,20.0,C5-BHL-09,32.3537,72.6242,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR+CM-PAK Guest,,,678,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,JVR2913,,JVR2913__S_Muhallah_MeharLalKhan Warid_SP1974,ZTE,SARGODHA,ZTE,Platinum,Platinum,Macro,Central B,Mobiserve,R2,20.0,C5-BHL-09,32.3604,72.6221,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,678,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,JHT3555,,LTE_JHT3555__S_VillageIjazabad_2R3410,Huawei,CHAKWAL,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,11.0,N1-CHK-07,32.8096,72.9536,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/PAF Guest,,,1982,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW0018,,LTE_HGW0018__S_National_Highway_2_warid_MR065275,Huawei,JHAMPIR,Huawei,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-BDN-02,25.0128,68.1862,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,,2617,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW5678,,LTE_HGW5678__S_Jharrak_Thatta,Huawei,JHAMPIR,Huawei,Hub,Hub,Macro,South,MES,R2,34.0,S2-HYD-01,25.053148,68.244988,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2617,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW3905,,HGW3905__S_Jahanpur Sharef_Enfra,ZTE,GHOTKI,ZTE,Diamond,Diamond,Macro,South,HNL,R2,29.0,S3-GTK-05,28.07831,69.46512,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,3662,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW7119,,HGW7119__S_Lucky_TP,ZTE,QAZI AHMED,ZTE,Gold,Gold,Macro,South,MES,R2,33.0,S2-DDU-06,26.2581,67.9064,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/TELENOR Host,,,77,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,JHG2867,,LTE_JHG2867__S_Jorra Khu,ZTE,JHANG,ZTE,Gold,Gold,Macro,Central B,Mobiserve,R2,23.0,C5-JHG-06,31.308292,72.327748,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,459,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,JHG2893,,LTE_JHG2893__S_Hussainabad,ZTE,JHANG,ZTE,Gold,Gold,Macro,Central B,Mobiserve,R2,23.0,C5-JHG-06,31.2838,72.3166,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,459,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,JTO8358,,LTE_JTO8358__S_Masjid Kuharahwala,ZTE,JATTOI,ZTE,Diamond,Diamond,Macro,Central B,HNL,R2,26.0,C7-APR-01,29.5103,70.8436,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,3774,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,JPJ5565,,LTE_JPJ5565_H_Nikka Dawara Rd Jalalpur Gujrat Punjab,Huawei,JALALPUR JATTAN,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.63958,74.1935,2G/LTE,CP Prime,Outdoor,Genset not Installed,Enfrashare,,,2052,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY5602,,LTE_HWY5602_H_Village Chechian PO Dittewal Teh and Chechian Gujrat,Huawei,GUJRAT,Huawei,Bronze,Bronze,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.60204,74.00388,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/TELENOR Host,,,2056,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5842,,LTE_RUR5842_H_near graveyard Baba Azeem Doga Sharif Gujrat,Huawei,GUJRAT,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.726499,74.078757,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,113,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GJR5750,,LTE_GJR5750_H_Baghdad Colony Gujrat,Huawei,GUJRAT,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.6002,74.0426,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2044,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GJR5702,,LTE_GJR5702_H_Jamalpur Syedan Gujrat,Huawei,GUJRAT,Huawei,Bronze,Bronze,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.60016,74.10551,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/CM-PAK Host,,,,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5650,,LTE_RUR5650_USF_USLK007_Chak Dodhoo Narowal,Huawei,ZAFARWAL,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C4-NRW-05,32.43776,75.02605,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,Solar Site,2683,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5847,,LTE_RUR5847_H_University Kharian Link Rd Gujrat,Huawei,JALALPUR JATTAN,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.64941,74.1653,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2052,Non Fixed,Non Switch,-   ,-   ,-   ,-   
